# Model:              Mantle-stripped_Asteroid_11_2_18.mph
# Version:            COMSOL 5.3.0.260
# Date:               Jan 15 2018, 10:49
# Table:              Probe Table 2 
# Time (s)               Top Temperature          Melting Degree           Temperature P(0.5,0.5)   Rayleigh number          Bottom Temperature       Dynamic Viscosity [Pa s]  Nu = 0.006*Ra^(0.3)        Nu=0.385*Ra^(0.233)     Reynolds number
0.1002004008016032       0.8361814796190665       0.6280186371741465       0.8523323436699036       1.0071630365509444E15    0.8487678688095328       57974.85046730476        5896.127447953795        1086.8601826410104       7969405.003275091
0.10420841683366733      0.8317562524250555       0.6128784240009292       0.8474217099036128       5.270472974577205E14     0.8438947170009337       107457.60220872115       4761.615250455789        936.4533236409795        5916308.499633917
0.10821643286573146      0.8272884334312414       0.5978527777158721       0.84254818608344         2.7785665923315988E14    0.8390529997971903       198550.2044436846        3854.826205986962        808.2384660690057        4407147.364031568
0.11222444889779558      0.8228406619292289       0.5829331287990116       0.8377090450122879       1.4693296888185897E14    0.8342649864538314       365837.4341761109        3123.872423564727        698.0686877146962        3287568.849841242
0.11623246492985971      0.8183737973351947       0.5681300882741702       0.8329076943178482       7.820371083755603E13     0.8295059281379167       671890.2988479458        2536.932807344986        603.8137834636641        2459713.8478711736
0.12024048096192384      0.8138739383258243       0.5534444831721613       0.8281443945657248       4.194687164477938E13     0.8247625867544286       1229934.3624916403       2065.5456422234347       523.2167420759741        1846893.2986243647
0.12424849699398796      0.8093790851168696       0.5388553030286711       0.823412381502767        2.258873669630007E13     0.8200478308310981       2246008.5684796637       1683.9464503335312       453.7909980370496        1389281.631974778
0.1282565130260521       0.8048913265544271       0.5243496419061409       0.8187075356736241       1.2201557810344617E13    0.8153551220991127       4093711.85168169         1374.2349155407856       393.85489219905327       1046528.4271150472
0.13226452905811623      0.8004275272949393       0.5099367121782648       0.8140328728483066       6.607238592976039E12     0.8107044238284531       7444460.6897968985       1122.4074280819173       342.030887398337         789240.1952065702
0.13627254509018036      0.7959920666918245       0.4956193416092543       0.8093893182815546       3.5863498178261006E12    0.8061000062928583       1.0E14                   917.4434612053464        297.1877054022362        595854.4931168583
0.1402805611222445       0.7915494796401983       0.4814004960638876       0.8047777389353566       1.956880944156828E12     0.8015008917371609       1.0E14                   751.2079733751032        258.5357126066262        450940.89858671615
0.1442885771543086       0.7871156202836991       0.4672774172470233       0.8001972612449104       1.0720110876078004E12    0.7969258827478336       1.0E14                   615.8992808921795        225.1161036277392        341894.148170248
0.14829659318637273      0.7827020305014668       0.4532472760065434       0.7956469616121542       5.889973474787291E11     0.7923889962419868       1.0E14                   505.4536504265355        196.1493157507493        259568.58876361715
0.15230460921843686      0.7783028627795612       0.43930766679001154      0.7911260672844009       3.2467273751680365E11    0.7878798669202323       1.0E14                   415.26091548954855       171.03825961449658       197362.700299922
0.156312625250501        0.7739166240414381       0.4254581646785321       0.786634440484032        1.7957689007272516E11    0.7833990752117599       1.0E14                   341.54393897640745       149.25824544812616       150298.6934339894
0.16032064128256512      0.7695315686557935       0.41170089651461517      0.7821727618673948       9.977193332501787E10     0.7789617440622991       1.0E14                   281.3304258000111        130.38650933900578       114694.83432356648
0.16432865731462926      0.7651402366809196       0.3980362985564984       0.7777411630320726       5.571975232245158E10     0.7745608469020229       1.0E14                   232.12769773495674       114.03622712283911       87733.25077693873
0.16833667334669336      0.7606790722774399       0.3844695870899349       0.7733412639365536       3.1448845130719727E10    0.7701788876553199       1.0E14                   192.20004594560473       99.97923535604694        67436.98770369253
0.1723446893787575       0.7561618535530304       0.3710004585618712       0.7689729945316757       1.791732194410698E10     0.7658253715557464       1.0E14                   159.6335080495016        87.84429098691423        52060.1751323573
